Source;Target;Type;Weight
ein_aeltliches_frauenzimmer;eine_dame_der_halle_3-1b;Undirected;1
bertrand;erster_adjutant_4-6a;Undirected;1
die_franzosen;ein_alter_hannoverischer_scharfschuetz;Undirected;1
frau_des_schneidermeisters;volk_im_vordergrunde;Undirected;1
anderes_volk;volk_im_mittelgrunde;Undirected;1
goettin_der_vernunft;volk_im_hintergrunde;Undirected;1
einer_der_gardehoboisten;gardemusik;Undirected;1
ein_vorstaedter_3-1b;mehrere_stimmen_3-1a;Undirected;1
anderes_volk;einige;Undirected;1
ein_adjutant_5-5b;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
offizier_3-3b;offizier_3-3d;Undirected;1
chassecoeur;ein_nebenstehender;Undirected;1
ein_ankommender;frau_des_schneidermeisters;Undirected;1
ein_nebenstehender;volk_im_vordergrunde;Undirected;1
vitry;vorstaedter_und_anderes_volk;Undirected;1
alle_3-1;maenner;Undirected;1
erster_piqueur;oberstallmeister;Undirected;1
dritter_adjutant_5-5;ein_anderer_adjutant_5-5;Undirected;1
andere_umstehende;vorstaedter_von_st_antoine;Undirected;1
wieder_ein_gardist;zweiter_adjutant_4-6b;Undirected;1
dritter_offizier;ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;Undirected;1
frau_des_kraemers;savoyardenknabe;Undirected;1
manche_der_anwesenden;zweiter_buerger_1-2;Undirected;1
ein_offizier_des_generalstabes;versprengte_englische_dragoner;Undirected;1
ein_anderer_franzoesischer_hauptmann;james;Undirected;1
ein_polizeibeamter;savoyardenknabe;Undirected;1
jouve;vitry;Undirected;1
herzog_von_orleans;marquis_von_hauterive;Undirected;1
herr_von_villeneuve;herzog_von_orleans;Undirected;1
die_offiziere_der_garde;drouot;Undirected;1
advokat_duchesne;einige;Undirected;1
graf_blacas_d_aulps;oberdirektor_des_telegraphen;Undirected;1
ein_englischer_offizier_5-4;ein_kuerassier;Undirected;1
ein_anderer_aus_der_masse;ein_buerger_3-1a;Undirected;1
herzog_von_berry;viele_stimmen_1-1b;Undirected;1
ein_adjutant_4-6a;ein_kapitaen_der_voltigeurs;Undirected;1
ein_adjutant_5-5c;ein_anderer_adjutant_5-5;Undirected;1
bertrand;ein_adjutant_5-5b;Undirected;1
andere_adjutanten_5-5c;bertrand;Undirected;1
mehrere_stimmen_3-1b;volk_im_mittelgrunde;Undirected;1
adjutanten_4-6a;ein_adjutant_4-6b;Undirected;1
ein_aeltliches_frauenzimmer;eine_dame_der_halle_3-1a;Undirected;1
jouve;leute_verschiedenen_standes;Undirected;1
ein_anderer_aus_der_masse;jouve;Undirected;1
cambronne;ein_ankommender_adjutant_5-5;Undirected;1
chorus_der_altadligen_emigranten_damen_und_herren;ein_hauptmann_der_schweizergarde;Undirected;1
louise;savoyardenknabe;Undirected;1
ein_nebenstehender;viele_vorstaedter_b;Undirected;1
andere_adjutanten_5-5c;dritter_adjutant_5-5;Undirected;1
frau_des_kraemers;maenner;Undirected;1
buelow;eine_masse_franzoesischer_infanterie;Undirected;1
eine_dame_der_halle_3-1b;wieder_andere;Undirected;1
ein_buerger_3-1b;volk_3-1;Undirected;1
goettin_der_vernunft;mehrere_stimmen_3-1b;Undirected;1
major;sechster_jaeger;Undirected;1
alle_3-1;einer_aus_der_masse;Undirected;1
eine_dame_der_halle_3-1a;goettin_der_vernunft;Undirected;1
erster_buerger_1-2;schweizergardist;Undirected;1
carnot;offizier_2-5;Undirected;1
viele_vorstaedter_a;wieder_andere;Undirected;1
ein_buerger_3-1a;volk_3-1;Undirected;1
ein_englischer_liniensoldat;sergeant_der_englischen_jaeger;Undirected;1
chassecoeur;offizier_2-5;Undirected;1
andere_adjutanten_5-5a;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
andere_adjutanten_5-5a;cambronne;Undirected;1
ein_franzoesischer_infanterieoffizier;eine_masse_franzoesischer_reiter;Undirected;1
herr_von_villeneuve;viele_aus_dem_volk_1-1;Undirected;1
eine_dame_der_halle_3-1a;frau_des_schneidermeisters;Undirected;1
schneidermeister;viele_vorstaedter_b;Undirected;1
bertrand;garde_und_heer;Undirected;1
chassecoeur;maenner;Undirected;1
andere_adjutanten_5-5b;gardemusik;Undirected;1
ein_anderer_adjutant_5-5;ein_offizier_der_suite;Undirected;1
cambronne;ein_offizier_4-6a;Undirected;1
der_offizier_1-4;napoleon;Undirected;1
cambronne;sergeant_4-6;Undirected;1
vitry;wieder_ein_gardist;Undirected;1
ein_anderer_franzoesischer_hauptmann;franzoesische_adjutanten;Undirected;1
kurier;monsieur;Undirected;1
koenig_ludwig;madame_de_serre;Undirected;1
ein_englischer_obrist;james;Undirected;1
eine_andere_ordonnanz;eine_ordonnanz_c;Undirected;1
hortense;offizier_3-3d;Undirected;1
advokat_duchesne;leute_verschiedenen_standes;Undirected;1
viele_vorstaedter_b;volk_3-1;Undirected;1
ein_buerger_3-1b;wieder_andere;Undirected;1
poebel;savoyardenknabe;Undirected;1
herzog_von_wellington;preussischer_adjutant;Undirected;1
andere_adjutanten_5-5a;gardemusik;Undirected;1
chassecoeur;zweiter_adjutant_4-6a;Undirected;1
dritter_adjutant_5-5;viele_adjutanten_5-5;Undirected;1
mehrere_stimmen_1-2;viele_stimmen_1-2;Undirected;1
adjutanten_4-6a;ein_fussgardist;Undirected;1
bluecher;die_granitkolonne;Undirected;1
nebenstehende_kameraden;vitry;Undirected;1
savoyardenknabe;zeitungsausrufer;Undirected;2
sergeant_4-6;zweiter_adjutant_4-6b;Undirected;1
andere_umstehende;ein_kraemer;Undirected;1
ein_englischer_liniensoldat;hauptmann_der_hannoverischen_scharfschuetzen;Undirected;1
ein_offizier_4-6b;erster_adjutant_4-6b;Undirected;1
ein_adjutant_5-5b;ein_heransprengender_adjutant_5-5;Undirected;1
cambronne;vitry;Undirected;1
chassecoeur;herzog_von_berry;Undirected;1
einige;vorstaedter_und_anderes_volk;Undirected;1
ein_anderer_aus_der_masse;vorstaedter_und_anderes_volk;Undirected;1
die_amme;viele_stimmen_1-2;Undirected;1
chassecoeur;herzog_von_orleans;Undirected;1
der_heransprengende_adjutant;sergeant_4-6;Undirected;1
eine_andere_ordonnanz;fouche;Undirected;1
der_nebenstehende;ein_buerger_3-1a;Undirected;1
eine_ordonnanz_c;fouche;Undirected;1
alle_3-1;vorstaedter_von_st_antoine;Undirected;1
die_franzosen;ein_anderer_franzoesischer_hauptmann;Undirected;1
ein_adjutant_4-6a;erster_offizier;Undirected;1
einer_aus_der_masse;noch_andere_b;Undirected;1
feldwebel;zweiter_berliner_freiwilliger;Undirected;1
ein_aeltliches_frauenzimmer;viele_vorstaedter_b;Undirected;1
die_garde_4-6;zweiter_offizier;Undirected;1
chassecoeur;noch_andere_a;Undirected;1
die_garde_5-5;gardemusik;Undirected;1
chassecoeur;mehrere_stimmen_3-1b;Undirected;1
ein_nebenstehender;ein_vorstaedter_3-1a;Undirected;1
napoleon;offizier_3-3d;Undirected;1
die_stuhlvermieterin;eine_alte_putzhaendlerin;Undirected;1
carnot;eine_andere_ordonnanz;Undirected;1
erster_adjutant_4-6a;nebenstehende_kameraden;Undirected;1
die_garde_5-5;ein_anderer_adjutant_5-5;Undirected;1
ein_hauptmann_der_gensdarmes;eine_dame_der_halle_3-1a;Undirected;1
ein_adjutant_4-6a;erster_adjutant_4-6b;Undirected;1
noch_andere_a;viele_vorstaedter_b;Undirected;1
herzog_von_braunschweig;volk_5-1;Undirected;1
ausrufer_einer_menagerie;chassecoeur;Undirected;1
eine_andere_ordonnanz;hortense;Undirected;1
milhaud;napoleon;Undirected;1
ein_adjutant_5-5c;ein_heransprengender_adjutant_5-5;Undirected;1
adeline;herzogin_von_chimay;Undirected;1
carnot;offizier_3-3a;Undirected;1
chassecoeur;vorstaedter_und_anderes_volk;Undirected;1
gensdarmeriepatrouille_zu_fuss;gensdarmes_2-5;Undirected;1
chassecoeur;jouve;Undirected;1
adjutanten_5-4;ein_englischer_offizier_5-4;Undirected;1
ein_vorstaedter_3-1a;frau_des_kraemers;Undirected;1
adjutanten_4-6b;die_offiziere_der_garde;Undirected;1
ein_kammerherr;eine_andere_ordonnanz;Undirected;1
ein_alter_marquis;koenig_ludwig;Undirected;1
ein_kapitaen_der_voltigeurs;vitry;Undirected;1
adjutanten_5-5;ein_adjutant_5-5c;Undirected;1
ein_anderer_offizier;garde_und_heer;Undirected;1
savoyardenknabe;viele_vorstaedter_a;Undirected;1
madame_de_serre;schweizergardist;Undirected;1
die_garde_5-5;ein_heransprengender_adjutant_5-5;Undirected;1
ein_vorstaedter_3-1b;noch_andere_b;Undirected;1
ein_adjutant_5-5a;ein_heransprengender_adjutant_5-5;Undirected;1
andere_umstehende;ein_hauptmann_der_gensdarmes;Undirected;1
das_volk_1-1;herzog_von_berry;Undirected;1
einige;volk_im_hintergrunde;Undirected;1
ein_aeltliches_frauenzimmer;leute_verschiedenen_standes;Undirected;1
maenner;volk_im_hintergrunde;Undirected;1
ein_kraemer;schneidermeister;Undirected;1
advokat_duchesne;louise;Undirected;1
graf_blacas_d_aulps;herzog_von_berry;Undirected;2
ein_anderer_offizier_der_gardegrenadiere_zu_pferde;ein_ankommender_adjutant_5-5;Undirected;1
andere_adjutanten_5-5a;andere_adjutanten_5-5c;Undirected;1
eine_dame_der_halle_3-1b;noch_andere_b;Undirected;1
ein_nebenstehender;frau_des_kraemers;Undirected;1
ein_anderer_aus_der_masse;ein_ankommender;Undirected;1
adjutanten_4-6b;ein_anderer_offizier;Undirected;1
ein_nebenstehender;savoyardenknabe;Undirected;1
herzog_von_angouleme;oberzeremonienmeister;Undirected;2
noch_andere_a;volk_im_hintergrunde;Undirected;1
herzog_von_berry;vitry;Undirected;1
ein_franzoesischer_infanterieoffizier;napoleon;Undirected;1
andere;schneidermeister;Undirected;1
cambronne;ein_adjutant_5-5b;Undirected;1
andere_adjutanten_5-5c;cambronne;Undirected;1
ein_fluegeladjutant;nebenstehende_kameraden;Undirected;1
leute_verschiedenen_standes;vorstaedter_und_anderes_volk;Undirected;1
ein_adjutant_5-5d;gardemusik;Undirected;1
ein_anderer_adjutant_5-5;einer_der_gardehoboisten;Undirected;1
eine_dame_der_halle_3-1a;vitry;Undirected;1
englischer_artillerieobrist;schwarzer_becker;Undirected;1
eine_dame_der_halle_3-1b;weiber;Undirected;1
die_amme;ein_kleiner_ofenheizer;Undirected;1
noch_andere_a;volk_im_vordergrunde;Undirected;1
ein_junge;jouve;Undirected;1
hortense;schildwache;Undirected;1
die_garde_5-5;ein_adjutant_5-5a;Undirected;1
maenner;volk_im_mittelgrunde;Undirected;1
der_adjutant_5-3;fritz;Undirected;1
alle_3-1;ein_aeltliches_frauenzimmer;Undirected;1
alter_gardegrenadier;viele_des_volkes;Undirected;1
ein_aeltliches_frauenzimmer;volk_im_mittelgrunde;Undirected;1
ausrufer_einer_menagerie;geschrei;Undirected;1
leute_verschiedenen_standes;weiber;Undirected;1
ein_kuerassier;englischer_fahnentraeger;Undirected;1
cambronne;der_heransprengende_adjutant;Undirected;1
die_garde_4-6;sergeant_4-6;Undirected;1
ein_nebenstehender;schneidermeister;Undirected;1
bourmont;unteroffizier;Undirected;1
englischer_fahnentraeger;herzog_von_wellington;Undirected;1
andere_adjutanten_5-5c;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
der_heransprengende_adjutant;napoleon;Undirected;1
advokat_duchesne;marquis_von_hauterive;Undirected;1
ein_adjutant_4-6b;erster_offizier;Undirected;1
die_garde_4-6;labedoyere;Undirected;1
bertrand;bluecher;Undirected;1
eine_dame;savoyardenknabe;Undirected;1
der_emigrant;ein_buerger_3-1b;Undirected;1
advokat_duchesne;goettin_der_vernunft;Undirected;1
eine_dame_der_halle_3-1b;volk_im_mittelgrunde;Undirected;1
ein_anderer_alter_gardegrenadier;jouve;Undirected;1
ein_kuerassier;milhaud;Undirected;1
ein_adjutant_4-6b;ein_offizier_4-6b;Undirected;1
ein_fluegeladjutant;vitry;Undirected;1
ein_kraemer;eine_dame_der_halle_3-1a;Undirected;1
adjutanten_5-4;ein_kuerassier;Undirected;1
goettin_der_vernunft;vorstaedter_und_anderes_volk;Undirected;1
englischer_fahnentraeger;versprengte_englische_dragoner;Undirected;1
schneidermeister;vitry;Undirected;1
ein_heransprengender_adjutant_5-2;ephraim;Undirected;1
eine_dame_der_halle_3-1b;noch_andere_a;Undirected;1
andere_umstehende;volk_im_mittelgrunde;Undirected;1
adjutanten_5-5;dritter_adjutant_5-5;Undirected;1
eine_dame_der_halle_3-1b;maenner;Undirected;1
ein_fluegeladjutant;napoleon;Undirected;1
andere_umstehende;viele_vorstaedter_a;Undirected;1
dritter_piqueur;oberstallmeister;Undirected;1
bertrand;die_offiziere_der_garde;Undirected;1
napoleon;zweiter_offizier;Undirected;1
die_garde_5-5;einer_der_gardehoboisten;Undirected;1
ein_kapitaen_der_voltigeurs;sergeant_4-6;Undirected;1
die_offiziere_der_garde;ein_fluegeladjutant;Undirected;1
ein_fussgardist;napoleon;Undirected;1
alter_gardegrenadier;volk_3-2;Undirected;1
jouve;weiber;Undirected;1
ein_buerger_3-1a;eine_dame_der_halle_3-1a;Undirected;1
savoyardenknabe;schneidermeister;Undirected;1
ein_buerger_3-1b;maenner;Undirected;1
garde_und_heer;wieder_ein_gardist;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;erster_adjutant_4-6b;Undirected;1
der_nebenstehende;ein_ankommender;Undirected;1
cambronne;herzog_von_wellington;Undirected;1
ein_adjutant_5-5d;ein_ankommender_adjutant_5-5;Undirected;1
eine_dame;jouve;Undirected;1
frau_des_kraemers;volk_3-1;Undirected;1
ein_anderer_offizier_der_gardegrenadiere_zu_pferde;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
frau_des_schneidermeisters;volk_im_hintergrunde;Undirected;1
alle_3-1;volk_im_vordergrunde;Undirected;1
eine_ordonnanz_a;napoleon;Undirected;1
herr_von_villeneuve;viele_stimmen_1-1b;Undirected;1
anderes_volk;viele_vorstaedter_a;Undirected;1
ein_adjutant_5-5a;einer_der_gardehoboisten;Undirected;1
ein_heransprengender_adjutant_5-5;viele_adjutanten_5-5;Undirected;1
adeline;schwarzer_becker;Undirected;1
gensdarmes_2-5;vitry;Undirected;1
ein_hauptmann_der_schweizergarde;mehrere;Undirected;1
erster_adjutant_4-6a;labedoyere;Undirected;1
advokat_duchesne;poebel;Undirected;1
ein_buerger_3-1b;mehrere_stimmen_3-1b;Undirected;1
die_schreibenden;eine_andere_ordonnanz;Undirected;1
adjutanten_4-6a;die_garde_4-6;Undirected;1
alle_3-1;chassecoeur;Undirected;1
ein_buerger_3-1a;mehrere_stimmen_3-1b;Undirected;1
erster_buerger_2-5;offizier_2-5;Undirected;1
der_adjutant_5-3;james;Undirected;1
ein_fussgardist;nebenstehende_kameraden;Undirected;1
koenig_ludwig;viele_stimmen_1-2;Undirected;1
eine_dame_der_halle_3-1a;viele_vorstaedter_a;Undirected;1
chassecoeur;volk_im_mittelgrunde;Undirected;1
andere_umstehende;noch_andere_a;Undirected;1
andere_umstehende;schneidermeister;Undirected;1
ausrufer_einer_bildergalerie;eine_alte_putzhaendlerin;Undirected;1
alle_offiziere_der_suite;ein_adjutant_5-5d;Undirected;1
ein_vorstaedter_3-1c;maenner;Undirected;1
der_emigrant;ein_vorstaedter_3-1c;Undirected;1
anderes_volk;chassecoeur;Undirected;1
ausrufer_einer_bildergalerie;viele_stimmen_1-1a;Undirected;1
bertrand;eine_andere_ordonnanz;Undirected;1
die_offiziere_der_garde;labedoyere;Undirected;1
ein_vorstaedter_3-1a;einige;Undirected;1
adjutanten_5-4;einer_der_kuerassiere;Undirected;1
jouve;volk_im_mittelgrunde;Undirected;1
herzog_von_angouleme;marschall_ney;Undirected;1
alle_3-1;einige;Undirected;1
ein_vorstaedter_3-1c;frau_des_kraemers;Undirected;1
chassecoeur;fouche;Undirected;1
die_franzosen;sergeant_der_englischen_jaeger;Undirected;1
chassecoeur;marquis_von_hauterive;Undirected;1
der_nebenstehende;ein_kraemer;Undirected;1
erster_buerger_1-2;mehrere;Undirected;1
ein_vorstaedter_3-1b;goettin_der_vernunft;Undirected;1
cambronne;gneisenau;Undirected;1
dritter_adjutant_5-5;paechter_lacoste;Undirected;1
ein_heransprengender_adjutant_5-5;ein_offizier_der_suite;Undirected;1
die_offiziere_der_garde;ein_anderer_offizier;Undirected;1
ein_anderer_franzoesischer_hauptmann;englischer_general;Undirected;1
mehrere_stimmen_3-1b;weiber;Undirected;1
advokat_duchesne;ausrufer_einer_menagerie;Undirected;1
das_volk_1-1;ein_alter_offizier_in_ziviltracht;Undirected;1
maenner;viele_aus_dem_volk_3-1;Undirected;1
alle_3-1;ein_vorstaedter_3-1c;Undirected;1
ein_kuerassier;versprengte_englische_dragoner;Undirected;1
advokat_duchesne;ein_buerger_3-1a;Undirected;1
ein_englischer_offizier_5-4;herzog_von_wellington;Undirected;1
andere;volk_im_mittelgrunde;Undirected;1
ein_vorstaedter_3-1b;ein_vorstaedter_3-1c;Undirected;1
cambronne;englische_und_preussische_reiterei;Undirected;1
der_emigrant;ein_nebenstehender;Undirected;1
eine_dame_der_halle_3-1a;wieder_andere;Undirected;1
advokat_duchesne;eine_dame_der_halle_3-1b;Undirected;1
goettin_der_vernunft;volk_3-1;Undirected;1
englischer_fahnentraeger;mehrere_kuerassiere;Undirected;1
der_emigrant;einige;Undirected;1
cambronne;ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;Undirected;1
ein_fluegeladjutant;garde_und_heer;Undirected;1
adjutanten_4-6b;ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;Undirected;1
ein_kraemer;wieder_andere;Undirected;1
ein_offizier_4-6b;erster_offizier;Undirected;1
die_husaren;zweiter_berliner_freiwilliger;Undirected;1
einer_aus_der_masse;einige;Undirected;1
andere_adjutanten_5-5b;ein_heransprengender_adjutant_5-5;Undirected;1
alle_3-1;volk_3-1;Undirected;1
die_garde_5-5;milhaud;Undirected;1
ein_polizeibeamter;viele_stimmen_1-1b;Undirected;1
cambronne;drouot;Undirected;1
ein_aeltliches_frauenzimmer;wieder_andere;Undirected;1
manche_der_anwesenden;schweizergardist;Undirected;1
ein_buerger_3-1a;viele_vorstaedter_a;Undirected;1
chassecoeur;eine_alte_putzhaendlerin;Undirected;2
noch_andere_a;vorstaedter_und_anderes_volk;Undirected;1
fuenfter_jaeger;vierter_jaeger;Undirected;1
adjutanten_5-5;cambronne;Undirected;1
ein_englischer_offizier_5-1;volk_5-1;Undirected;1
frau_des_kraemers;volk_im_vordergrunde;Undirected;1
die_garde_4-6;nebenstehende_kameraden;Undirected;1
bertrand;zweiter_adjutant_4-6a;Undirected;1
andere;volk_im_hintergrunde;Undirected;1
ein_ziethenscher_husar;schlesier;Undirected;1
der_emigrant;mehrere_stimmen_3-1a;Undirected;1
ein_alter_offizier_in_ziviltracht;viele_stimmen_1-1b;Undirected;1
ein_vorstaedter_3-1b;frau_des_kraemers;Undirected;1
ein_anderer_aus_der_masse;ein_nebenstehender;Undirected;1
andere;vorstaedter_von_st_antoine;Undirected;1
drouot;wieder_ein_gardist;Undirected;1
ausrufer_bei_einem_guckkasten;ausrufer_einer_menagerie;Undirected;1
ein_englischer_offizier_5-1;erster_aufwaerter;Undirected;1
eine_ordonnanz_a;offizier_3-3c;Undirected;1
der_emigrant;noch_andere_b;Undirected;1
die_husaren;feldwebel;Undirected;1
andere;viele_vorstaedter_a;Undirected;1
noch_andere_b;volk_im_hintergrunde;Undirected;1
ein_ankommender;savoyardenknabe;Undirected;1
eine_dame;volk_4-1;Undirected;1
ein_adjutant_5-5c;napoleon;Undirected;1
ein_adjutant_4-6b;zweiter_offizier;Undirected;1
marquis_von_hauterive;poebel;Undirected;1
ein_buerger_3-1a;goettin_der_vernunft;Undirected;1
der_adjutant_5-3;ein_alter_hannoverischer_scharfschuetz;Undirected;1
englischer_general;franzoesische_adjutanten;Undirected;1
herr_von_villeneuve;vitry;Undirected;1
berliner_freiwilliger;ein_ziethenscher_husar;Undirected;1
ein_englischer_liniensoldat;fritz;Undirected;1
herzog_von_braunschweig;zweiter_aufwaerter;Undirected;1
dritter_offizier;ein_offizier_4-6b;Undirected;1
der_nebenstehende;ein_vorstaedter_3-1a;Undirected;1
die_stuhlvermieterin;herr_von_villeneuve;Undirected;1
alle_3-1;der_emigrant;Undirected;1
berliner_freiwilliger;ephraim;Undirected;1
noch_andere_b;viele_vorstaedter_a;Undirected;1
ein_buerger_3-1b;viele_vorstaedter_b;Undirected;1
fouche;offizier_3-3c;Undirected;1
adjutanten_5-5;zweiter_adjutant_5-5;Undirected;1
advokat_duchesne;herr_von_villeneuve;Undirected;1
offizier_der_polnischen_lanzenreiter;zweiter_buerger_3-2;Undirected;1
adjutanten_4-6a;wieder_ein_gardist;Undirected;1
ein_franzoesischer_infanterieoffizier;eine_masse_franzoesischer_reittender_artillerie;Undirected;1
einer_aus_der_masse;volk_im_vordergrunde;Undirected;1
einer_der_kuerassiere;milhaud;Undirected;1
ein_englischer_offizier_5-4;lord_somerset;Undirected;1
mehrere_stimmen_3-1a;weiber;Undirected;1
ein_alter_offizier_in_ziviltracht;marquis_von_hauterive;Undirected;1
viele_vorstaedter_b;vitry;Undirected;1
mehrere_stimmen_1-2;zweiter_buerger_1-2;Undirected;1
frau_des_schneidermeisters;jouve;Undirected;1
savoyardenknabe;weiber;Undirected;1
ein_alter_marquis;madame_de_serre;Undirected;1
dritter_offizier;ein_kapitaen_der_voltigeurs;Undirected;1
adjutanten_4-6a;adjutanten_4-6b;Undirected;1
der_emigrant;ein_hauptmann_der_gensdarmes;Undirected;1
ein_fluegeladjutant;erster_adjutant_4-6b;Undirected;1
carnot;gensdarmes_2-5;Undirected;1
ein_vorstaedter_3-1b;schneidermeister;Undirected;1
ein_adjutant_4-6b;napoleon;Undirected;1
sergeant_4-6;zweiter_adjutant_4-6a;Undirected;1
dritter_jaeger;marketenderin;Undirected;1
die_garde_4-6;wieder_ein_gardist;Undirected;1
ein_kuerassier;lord_somerset;Undirected;1
jouve;mehrere_stimmen_3-1a;Undirected;1
der_heransprengende_adjutant;ein_adjutant_4-6b;Undirected;1
bertrand;cambronne;Undirected;4
ein_vorstaedter_3-1c;einige;Undirected;1
ein_kraemer;einer_aus_der_masse;Undirected;1
der_heransprengende_adjutant;nebenstehende_kameraden;Undirected;1
ein_vorstaedter_3-1c;goettin_der_vernunft;Undirected;1
gensdarmes_1-1;poebel;Undirected;1
ein_offizier_4-6a;garde_und_heer;Undirected;1
einer_aus_der_masse;mehrere_stimmen_3-1a;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;ein_kapitaen_der_voltigeurs;Undirected;1
cambronne;chassecoeur;Undirected;1
schwarzer_becker;zweiter_aufwaerter;Undirected;1
volk_3-1;volk_im_mittelgrunde;Undirected;1
ein_fluegeladjutant;ein_kapitaen_der_voltigeurs;Undirected;1
chassecoeur;vitry;Undirected;5
andere_adjutanten_5-5b;ein_anderer_adjutant_5-5;Undirected;1
offizier_der_gardegrenadiere_zu_fuss;schildwache;Undirected;1
bertrand;ein_anderer_adjutant_5-5;Undirected;1
cambronne;der_polnische_legionsreiter;Undirected;1
ein_ankommender_adjutant_5-5;zweiter_adjutant_5-5;Undirected;1
milhaud;viele_adjutanten_5-5;Undirected;1
adjutanten_5-4;englischer_fahnentraeger;Undirected;1
bluecher;major;Undirected;1
mehrere_stimmen_3-1b;viele_vorstaedter_b;Undirected;1
chassecoeur;ein_fussgardist;Undirected;1
volk_im_mittelgrunde;wieder_andere;Undirected;1
volk_im_vordergrunde;weiber;Undirected;1
jouve;noch_andere_b;Undirected;1
adjutanten_5-5;alle_offiziere_der_suite;Undirected;1
bluecher;herzog_von_wellington;Undirected;1
alle_3-1;viele_aus_dem_volk_3-1;Undirected;1
der_emigrant;savoyardenknabe;Undirected;1
ein_buerger_3-1b;ein_vorstaedter_3-1c;Undirected;1
bertrand;ein_offizier_4-6b;Undirected;1
viele_aus_dem_volk_1-1;viele_stimmen_1-1b;Undirected;1
ein_vorstaedter_3-1c;mehrere_stimmen_3-1b;Undirected;1
schlesier;zweiter_berliner_freiwilliger;Undirected;1
chassecoeur;ein_offizier_4-6a;Undirected;1
cambronne;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
vitry;volk_2-2;Undirected;1
herr_von_villeneuve;viele_stimmen_1-1a;Undirected;1
eine_dame_der_halle_3-1a;einer_aus_der_masse;Undirected;1
ein_offizier_der_suite;milhaud;Undirected;1
unteroffizier;vierter_jaeger;Undirected;1
das_volk_1-1;viele_stimmen_1-1a;Undirected;1
anderes_volk;eine_dame_der_halle_3-1a;Undirected;1
der_emigrant;ein_vorstaedter_3-1b;Undirected;1
viele_aus_dem_volk_3-1;volk_im_mittelgrunde;Undirected;1
ein_vorstaedter_3-1b;volk_im_mittelgrunde;Undirected;1
chassecoeur;zweiter_adjutant_4-6b;Undirected;1
labedoyere;zweiter_adjutant_4-6a;Undirected;1
drouot;ein_offizier_4-6b;Undirected;1
ein_offizier_4-6b;zweiter_adjutant_4-6b;Undirected;1
ein_vorstaedter_3-1c;viele_aus_dem_volk_3-1;Undirected;1
eine_dame_der_halle_3-1a;mehrere_stimmen_3-1b;Undirected;1
ein_adjutant_5-5c;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
alle_3-1;ein_anderer_aus_der_masse;Undirected;1
eine_dame_der_halle_3-1a;volk_im_mittelgrunde;Undirected;1
donnerndes_geschrei_der_truppen_und_des_volkes;eine_dame;Undirected;1
die_hochlaendischen_regimenter;herzog_von_braunschweig;Undirected;1
ein_vorstaedter_3-1b;einer_aus_der_masse;Undirected;1
ausrufer_einer_bildergalerie;ausrufer_einer_menagerie;Undirected;1
ein_alter_hannoverischer_scharfschuetz;ein_franzoesischer_soldat;Undirected;1
ein_adjutant_5-5d;viele_adjutanten_5-5;Undirected;1
bertrand;ein_anderer_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
ein_hauptmann_der_gensdarmes;ein_vorstaedter_3-1a;Undirected;1
erster_piqueur;zweiter_piqueur;Undirected;1
ein_adjutant_5-5d;ein_anderer_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
anderes_volk;viele_aus_dem_volk_3-1;Undirected;1
anderes_volk;ein_vorstaedter_3-1c;Undirected;1
ein_aeltliches_frauenzimmer;frau_des_schneidermeisters;Undirected;1
andere_adjutanten_5-5c;ein_adjutant_5-5d;Undirected;1
ausrufer_einer_menagerie;savoyardenknabe;Undirected;1
cambronne;garde_und_heer;Undirected;1
ein_buerger_3-1b;einige;Undirected;1
frau_des_kraemers;noch_andere_b;Undirected;1
viele_aus_dem_volk_3-1;vorstaedter_von_st_antoine;Undirected;1
goettin_der_vernunft;maenner;Undirected;1
das_volk_1-1;herr_von_villeneuve;Undirected;1
ein_vorstaedter_3-1b;savoyardenknabe;Undirected;1
ein_heransprengender_adjutant_5-5;milhaud;Undirected;1
die_stuhlvermieterin;savoyardenknabe;Undirected;1
noch_andere_a;wieder_andere;Undirected;1
chassecoeur;volk_2-2;Undirected;1
ein_nebenstehender;wieder_andere;Undirected;1
ein_fussgardist;vitry;Undirected;1
andere_adjutanten_5-5c;gardemusik;Undirected;1
ein_nebenstehender;mehrere_stimmen_3-1a;Undirected;1
der_nebenstehende;ein_anderer_aus_der_masse;Undirected;1
ein_adjutant_5-5a;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
ein_offizier_der_suite;gardemusik;Undirected;1
jouve;vorstaedter_von_st_antoine;Undirected;1
viele_des_volkes;volk_3-2;Undirected;1
ein_anderer_adjutant_5-5;paechter_lacoste;Undirected;1
